0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1.110304108050343,0.2835789818006182,0.12727341456167177,0.07207772477551685,0.046354528519876884,0.032294948460128564,0.02376757899247049,0.01820134609067048,0.01436374389063425,0.01160353681496805,0.009550113194049997,0.007979840891463794,0.006751220462579024,0.0057711366752535576,0.0049762566981341565,0.004322273124189529,0.0037774249790608954,0.0033184563343265218,0.002928017498922238,0.002592948597835337
14.693147232044215,4.378603840404752,2.0229486603132436,1.1561910267941182,0.7467415280695552,0.521893770303158,0.3853841861823126,0.2963510742117722,0.23507911839941203,0.1911145750278536,0.15849768579227022,0.13362962094685096,0.11423318059196703,0.09881046013820417,0.08634341361289001,0.07612052029558823,0.0676323292777145,0.06050629202280737,0.054464860341158515,0.04929781979268803
40.37991044251678,17.723996264821583,9.179663755379181,5.486103951416561,3.6184555457117713,2.5569484838323095,1.899781981409662,1.466011402579412,1.1651772258861837,0.9481994570039586,0.7866543362148322,0.6631851826451304,0.5667189166269282,0.4899267747965141,0.4278041647388565,0.37684042394461154,0.33451459684346885,0.2989789081538597,0.2688542177953034,0.24309441163146753
57.809455683482156,36.33031606526965,22.63113007818211,14.830268009725382,10.281729539353242,7.481311277960296,5.661425108433602,4.421919091939678,3.543761129732749,2.9007653382569236,2.4167396092755804,2.043732304191477,1.7504546446777032,1.515837710028921,1.3252987228902247,1.168497516763704,1.0379441597332684,0.9281095481737596,0.8348424426968892,0.7549784156955244
66.84712365294338,51.21479415270738,37.810835017582136,27.771293835694095,20.72322149157964,15.823605595637725,12.371061653619336,9.884958535471041,8.052624770310217,6.671664079827826,5.609372208144883,4.777033411158257,4.1140627231706155,3.5782032082264283,3.1393844602572085,2.775805114167785,2.4713848936906535,2.214074821428479,1.9947152918294495,1.8062505115748677
72.33447735905024,60.61459853233316,50.01532845881316,40.53399088709614,32.667542420049415,26.426893827814535,21.567936684855546,17.797173148820193,14.856310123083597,12.541865497034104,10.700654039591848,9.219299937646499,8.014153209783867,7.023249242898906,6.200334726859857,5.510556570177862,4.9273830164652885,4.430406620430512,4.003769790003699,3.635028501600071
76.2420071180275,66.56781758866734,58.41437833261831,50.656426817580936,43.48037226986266,37.131139447619745,31.691798521458374,27.120584269004794,23.31551606888574,20.158112253656473,17.53566291021959,15.350035812747857,13.519545347071238,11.977772735575964,10.67133691259092,9.557535930087042,8.602226958072045,7.7780530446600284,7.063013115970931,6.439330741139624
79.20513774067174,70.73891423037733,64.10422303198294,57.93059926303569,51.968308532445064,46.316459029512316,41.10474772299698,36.40959633861704,32.2503459651605,28.606346123590964,25.434683121571606,22.683142547584843,20.298244351674935,18.229607127771683,16.431945243354367,14.865679024028827,13.496801806951813,12.296393753687239,11.240004029356077,10.307019329706971
81.51615960074366,73.94074425818745,68.18784525910986,63.10644548080349,58.23928784983225,53.49799985721768,48.9274425130568,44.59738363981636,40.562956014368204,36.855115195317644,33.482806118357104,30.43865441570286,27.70475307018021,25.257343484331635,23.07018029628082,21.116752514386615,19.37163499513182,17.811229200637346,16.414099629683577,15.161056516891644
83.36359132408957,76.52266635678184,71.33862536279175,66.94082108062199,62.866437305092205,58.91948886153335,55.052921372623544,51.2839027113632,47.649212317017486,44.184729542202746,40.91746198026509,37.86372553450317,35.03009771103866,32.41539082973862,30.012776331395962,27.811672918991555,25.799265905387397,23.961650982061254,22.28465004457044,20.754363500057767
